First_pokemon,First name,Second_pokemon,Second name,Winner,Loser,First power,Second power,Power diff,Winner type1,Loser type1
658,Galvantula,587,Woobat,658,587,472,313,159,Bug,Psychic
119,Weezing,699,Volcarona,699,119,490,550,60,Bug,Poison
600,Sawk,717,Meloetta Pirouette Forme,717,600,465,600,135,Normal,Fighting
113,Cubone,756,Slurpuff,756,113,320,480,160,Fairy,Ground
397,Glalie,784,Pumpkaboo Super Size,397,784,480,335,145,Ice,Ghost
403,Huntail,49,Oddish,403,49,485,320,165,Water,Grass
27,Spearow,499,Mega Lucario,499,27,262,625,363,Fighting,Normal
208,Sunflora,420,Latios,420,208,425,600,175,Dragon,Grass
351,Wailmer,296,Ludicolo,296,351,400,480,80,Water,Water
50,Gloom,6,Charmeleon,6,50,395,405,10,Fire,Grass
404,Gorebyss,50,Gloom,404,50,485,395,90,Water,Grass
271,Ho-oh,587,Woobat,271,587,680,313,367,Fire,Psychic
155,Mega Aerodactyl,799,Hoopa Unbound,155,799,615,680,-65,Rock,Psychic
175,Feraligatr,720,Quilladin,175,720,530,405,125,Water,Grass
430,DeoxysAttack Forme,44,Ninetales,430,44,600,505,95,Psychic,Fire
602,Swadloon,177,Furret,177,602,380,415,35,Normal,Bug
588,Swoobat,403,Huntail,588,403,425,485,-60,Psychic,Water
544,Regigigas,496,Munchlax,544,496,670,390,280,Normal,Normal
1,Bulbasaur,533,Heat Rotom,533,1,318,520,202,Electric,Grass
156,Snorlax,708,Zekrom,708,156,540,680,140,Dragon,Normal
252,Donphan,493,Gabite,493,252,500,410,-90,Dragon,Ground
231,Shuckle,632,Zorua,632,231,505,330,-175,Dark,Bug
19,Beedrill,584,Roggenrola,19,584,395,280,115,Bug,Rock
785,Gourgeist Average Size,381,Armaldo,785,381,494,495,-1,Ghost,Rock
305,Kirlia,199,Marill,305,199,278,250,28,Psychic,Water
726,Frogadier,6,Charmeleon,726,6,405,405,0,Water,Fire
384,Castform,91,Farfetch'd,384,91,420,352,68,Normal,Normal
364,Cacturne,18,Kakuna,364,18,475,205,270,Grass,Bug
242,Remoraid,656,Alomomola,656,242,300,470,170,Water,Water
500,Hippopotas,743,Pancham,743,500,330,348,18,Fighting,Ground
70,Kadabra,598,Seismitoad,70,598,400,509,-109,Psychic,Water
636,Gothita,282,Marshtomp,282,636,290,405,115,Water,Psychic
366,Altaria,707,Reshiram,707,366,490,680,190,Dragon,Dragon
248,Houndoom,507,Finneon,248,507,500,330,170,Dark,Water
752,Aegislash Shield Forme,193,Xatu,193,752,520,470,-50,Psychic,Steel
795,Zygarde Half Forme,397,Glalie,795,397,600,480,120,Dragon,Ice
800,Volcanion,101,Haunter,101,800,600,405,-195,Ghost,Fire
595,Conkeldurr,446,Bibarel,446,595,505,410,-95,Normal,Fighting
321,Makuhita,627,Carracosta,627,321,237,495,258,Water,Fighting
483,Stunky,444,Staraptor,444,483,329,485,156,Normal,Poison
379,Cradily,779,Phantump,379,779,495,309,186,Rock,Ghost
480,Glameow,212,Espeon,212,480,310,525,215,Psychic,Normal
199,Marill,75,Machamp,75,199,250,505,255,Fighting,Water
749,Honedge,339,Manectric,339,749,325,475,150,Electric,Steel
139,Tauros,788,Gourgeist Super Size,788,139,490,494,4,Ghost,Normal
287,Zigzagoon,26,Raticate,26,287,240,413,173,Normal,Normal
691,Vullaby,700,Cobalion,700,691,370,580,210,Steel,Dark
633,Zoroark,339,Manectric,339,633,510,475,-35,Electric,Dark
37,Nidoqueen,788,Gourgeist Super Size,37,788,505,494,11,Poison,Ghost
178,Hoothoot,643,Swanna,643,178,262,473,211,Water,Normal
359,Spinda,288,Linoone,288,359,360,420,60,Normal,Normal
488,Mime Jr.,522,Leafeon,522,488,310,525,215,Grass,Psychic
381,Armaldo,673,Fraxure,673,381,495,410,-85,Dragon,Rock
797,Mega Diancie,610,Lilligant,797,610,700,480,220,Rock,Grass
92,Doduo,793,Xerneas,793,92,310,680,370,Fairy,Normal
784,Pumpkaboo Super Size,123,Tangela,123,784,335,435,100,Grass,Ghost
150,Omanyte,547,Cresselia,547,150,355,600,245,Psychic,Rock
358,Grumpig,389,Duskull,358,389,470,295,175,Psychic,Ghost
629,Archeops,741,Skiddo,629,741,567,350,217,Rock,Grass
535,Frost Rotom,204,Skiploom,535,204,520,340,180,Electric,Grass
336,Medicham,523,Glaceon,336,523,410,525,-115,Fighting,Ice
705,Thundurus Incarnate Forme,312,Slakoth,705,312,580,280,300,Electric,Normal
462,Mothim,408,Shelgon,462,408,424,420,4,Bug,Dragon
568,Stoutland,711,Kyurem,711,568,500,660,160,Dragon,Normal
358,Grumpig,63,0,63,358,470,455,-15,Fighting,Psychic
391,Tropius,411,Beldum,391,411,460,300,160,Grass,Steel
439,Piplup,178,Hoothoot,178,439,314,262,-52,Normal,Water
128,Goldeen,581,Unfezant,581,128,320,488,168,Normal,Water
414,Mega Metagross,110,Electrode,110,414,700,480,-220,Electric,Steel
287,Zigzagoon,342,Minun,342,287,240,405,165,Electric,Normal
249,Mega Houndoom,146,Vaporeon,249,146,600,525,75,Dark,Water
634,Minccino,119,Weezing,634,119,300,490,-190,Normal,Poison
22,Pidgeotto,147,Jolteon,147,22,349,525,176,Electric,Normal
163,Mewtwo,247,Houndour,247,163,680,330,-350,Dark,Psychic
512,Mega Abomasnow,401,Walrein,401,512,594,530,-64,Ice,Grass
712,Kyurem Black Kyurem,271,Ho-oh,712,271,700,680,20,Dragon,Fire
277,Torchic,691,Vullaby,691,277,310,370,60,Dark,Fire
110,Electrode,300,Taillow,110,300,480,270,210,Electric,Normal
215,Slowking,171,Quilava,215,171,490,405,85,Water,Fire
347,Swalot,290,Silcoon,347,290,467,205,262,Poison,Bug
142,Mega Gyarados,652,Foongus,142,652,640,294,346,Water,Grass
544,Regigigas,355,Mega Camerupt,544,355,670,560,110,Normal,Fire
119,Weezing,286,Mightyena,286,119,490,420,-70,Dark,Poison
190,Togepi,31,Pikachu,31,190,245,320,75,Electric,Fairy
671,Chandelure,263,Raikou,263,671,520,580,60,Electric,Ghost
702,Virizion,227,Granbull,702,227,580,450,130,Grass,Fairy
171,Quilava,313,Vigoroth,313,171,405,440,35,Normal,Fire
658,Galvantula,331,Aron,658,331,472,330,142,Bug,Steel
67,Poliwhirl,310,Shroomish,67,310,385,295,90,Water,Grass
325,Skitty,545,Giratina Altered Forme,545,325,260,680,420,Ghost,Normal
329,Mawile,304,Ralts,329,304,380,198,182,Steel,Psychic
369,Seviper,568,Stoutland,568,369,458,500,42,Normal,Poison
300,Taillow,97,Muk,300,97,270,500,-230,Normal,Poison
423,Primal Kyogre,164,Mega Mewtwo X,164,423,770,780,10,Psychic,Water
21,Pidgey,370,Lunatone,370,21,251,440,189,Rock,Normal
672,Axew,536,Fan Rotom,536,672,320,520,200,Electric,Dragon
771,Sylveon,629,Archeops,629,771,525,567,42,Rock,Fairy
395,Wynaut,108,Kingler,108,395,260,475,215,Water,Psychic
329,Mawile,753,Spritzee,329,753,380,341,39,Steel,Fairy
424,Groudon,715,Keldeo Resolute Forme,715,424,670,580,-90,Water,Ground
489,Happiny,239,Swinub,239,489,220,250,30,Ice,Normal
140,Magikarp,96,Grimer,96,140,200,325,125,Poison,Water
553,Arceus,635,Cinccino,553,635,720,470,250,Normal,Normal
273,Treecko,727,Greninja,727,273,310,530,220,Water,Grass
205,Jumpluff,416,Regice,205,416,460,580,-120,Grass,Ice
427,Mega Rayquaza,539,Mesprit,427,539,780,580,200,Dragon,Psychic
136,Magmar,36,Nidorina,136,36,495,365,130,Fire,Poison
483,Stunky,534,Wash Rotom,534,483,329,520,191,Electric,Poison
517,Tangrowth,495,Mega Garchomp,495,517,535,700,165,Dragon,Grass
61,Golduck,56,Diglett,56,61,500,265,-235,Ground,Water
482,Chingling,296,Ludicolo,296,482,285,480,195,Water,Psychic
279,Blaziken,378,Lileep,279,378,530,355,175,Fire,Rock
425,Primal Groudon,599,Throh,425,599,770,465,305,Ground,Fighting
416,Regice,189,Igglybuff,416,189,580,210,370,Ice,Normal
722,Fennekin,160,Dratini,722,160,307,300,7,Fire,Dragon
127,Seadra,392,Chimecho,127,392,440,425,15,Water,Psychic
181,Ledian,185,Chinchou,181,185,390,330,60,Bug,Water
113,Cubone,342,Minun,113,342,320,405,-85,Ground,Electric
355,Mega Camerupt,735,Vivillon,735,355,560,411,-149,Bug,Fire
438,Infernape,455,Rampardos,438,455,534,495,39,Fire,Rock
309,Masquerain,636,Gothita,309,636,414,290,124,Bug,Psychic
440,Prinplup,352,Wailord,352,440,405,500,95,Water,Water
795,Zygarde Half Forme,5,Charmander,795,5,600,309,291,Dragon,Fire
175,Feraligatr,4,Mega Venusaur,4,175,530,625,95,Grass,Water
114,Marowak,501,Hippowdon,501,114,425,525,100,Ground,Ground
680,Stunfisk,565,Watchog,565,680,471,420,-51,Normal,Ground
391,Tropius,26,Raticate,26,391,460,413,-47,Normal,Grass
142,Mega Gyarados,738,Flabébé,142,738,640,303,337,Water,Fairy
323,Azurill,634,Minccino,634,323,190,300,110,Normal,Normal
508,Lumineon,136,Magmar,136,508,460,495,35,Fire,Water
518,Electivire,248,Houndoom,248,518,540,500,-40,Dark,Electric
731,Fletchinder,91,Farfetch'd,731,91,382,352,30,Fire,Normal
662,Klang,151,Omastar,151,662,440,495,55,Rock,Steel
453,Roserade,759,Binacle,453,759,515,306,209,Grass,Rock
10,Squirtle,31,Pikachu,31,10,314,320,6,Electric,Water
676,Beartic,70,Kadabra,676,70,485,400,85,Ice,Psychic
677,Cryogonal,575,Panpour,677,575,485,316,169,Ice,Water
7,Charizard,395,Wynaut,7,395,534,260,274,Fire,Psychic
529,Probopass,217,Unown,217,529,525,336,-189,Psychic,Rock
734,Spewpa,237,Slugma,734,237,213,250,-37,Bug,Fire
214,Murkrow,675,Cubchoo,214,675,405,305,100,Dark,Ice
761,Skrelp,514,Magnezone,514,761,320,535,215,Electric,Poison
47,Zubat,198,Bellossom,47,198,245,490,-245,Poison,Grass
603,Leavanny,563,Samurott,603,563,500,528,-28,Bug,Water
502,Skorupi,36,Nidorina,502,36,330,365,-35,Poison,Poison
25,Rattata,280,Mega Blaziken,280,25,253,630,377,Fire,Normal
310,Shroomish,741,Skiddo,741,310,295,350,55,Grass,Grass
212,Espeon,509,Mantyke,212,509,525,345,180,Psychic,Water
370,Lunatone,594,Gurdurr,594,370,440,405,-35,Fighting,Rock
223,Gligar,368,Zangoose,368,223,430,458,28,Normal,Ground
442,Starly,205,Jumpluff,205,442,245,460,215,Grass,Normal
304,Ralts,94,Seel,94,304,198,325,127,Water,Psychic
723,Braixen,233,Mega Heracross,233,723,409,600,191,Bug,Fire
499,Mega Lucario,118,Koffing,499,118,625,340,285,Fighting,Poison
510,Snover,586,Gigalith,510,586,334,515,-181,Grass,Rock
698,Larvesta,240,Piloswine,698,240,360,450,-90,Bug,Ice
293,Dustox,792,Noivern,792,293,385,535,150,Flying,Bug
100,Gastly,246,Skarmory,100,246,310,465,-155,Ghost,Steel
139,Tauros,525,Mamoswine,139,525,490,530,-40,Normal,Ice
262,Blissey,39,Nidorino,39,262,540,365,-175,Poison,Normal
370,Lunatone,44,Ninetales,44,370,440,505,65,Fire,Rock
736,Litleo,402,Clamperl,736,402,369,345,24,Fire,Water
754,Aromatisse,230,Mega Scizor,230,754,462,600,138,Bug,Fairy
121,Rhydon,420,Latios,420,121,485,600,115,Dragon,Ground
131,Starmie,179,Noctowl,131,179,520,442,78,Water,Normal
477,Mega Lopunny,559,Pignite,477,559,580,418,162,Normal,Fire
20,Mega Beedrill,651,Escavalier,651,20,495,495,0,Bug,Bug
740,Florges,492,Gible,740,492,552,300,252,Fairy,Dragon
272,Celebi,415,Regirock,272,415,600,580,20,Psychic,Rock
771,Sylveon,131,Starmie,131,771,525,520,-5,Water,Fairy
456,Shieldon,368,Zangoose,368,456,350,458,108,Normal,Rock
427,Mega Rayquaza,784,Pumpkaboo Super Size,427,784,780,335,445,Dragon,Ghost
154,Aerodactyl,38,Nidoran♂,154,38,515,273,242,Rock,Poison
108,Kingler,105,Drowzee,108,105,475,328,147,Water,Psychic
400,Sealeo,584,Roggenrola,400,584,410,280,130,Ice,Rock
250,Kingdra,10,Squirtle,250,10,540,314,226,Water,Water
83,Golem,301,Swellow,301,83,495,430,-65,Normal,Rock
378,Lileep,18,Kakuna,18,378,355,205,-150,Bug,Rock
550,Darkrai,318,Whismur,550,318,600,240,360,Dark,Normal
124,Kangaskhan,729,Diggersby,124,729,490,423,67,Normal,Normal
786,Gourgeist Small Size,762,Dragalge,786,762,494,494,0,Ghost,Poison
335,Meditite,608,Whimsicott,608,335,280,480,200,Grass,Fighting
396,Snorunt,508,Lumineon,508,396,300,460,160,Water,Ice
547,Cresselia,568,Stoutland,547,568,600,500,100,Psychic,Normal
661,Klink,122,Chansey,661,122,300,450,-150,Steel,Normal
32,Raichu,248,Houndoom,32,248,485,500,-15,Electric,Dark
15,Metapod,198,Bellossom,198,15,205,490,285,Grass,Bug
734,Spewpa,339,Manectric,339,734,213,475,262,Electric,Bug
17,Weedle,161,Dragonair,161,17,195,420,225,Dragon,Bug
380,Anorith,426,Rayquaza,426,380,355,680,325,Dragon,Rock
327,Sableye,347,Swalot,347,327,380,467,87,Poison,Dark
332,Lairon,310,Shroomish,332,310,430,295,135,Steel,Grass
412,Metang,213,Umbreon,213,412,420,525,105,Dark,Steel
380,Anorith,502,Skorupi,380,502,355,330,25,Rock,Poison
705,Thundurus Incarnate Forme,528,Mega Gallade,705,528,580,618,-38,Electric,Psychic
358,Grumpig,626,Tirtouga,626,358,470,355,-115,Water,Psychic
257,Hitmontop,253,Porygon2,257,253,455,515,-60,Fighting,Normal
306,Gardevoir,253,Porygon2,306,253,518,515,3,Psychic,Normal
674,Haxorus,570,Liepard,570,674,540,446,-94,Dark,Dragon
693,Heatmor,303,Pelipper,303,693,484,430,-54,Water,Fire
722,Fennekin,278,Combusken,722,278,307,405,-98,Fire,Fire
422,Kyogre,585,Boldore,422,585,670,390,280,Water,Rock
338,Electrike,305,Kirlia,338,305,295,278,17,Electric,Psychic
73,Machop,59,Persian,59,73,305,440,135,Normal,Fighting
426,Rayquaza,173,Totodile,426,173,680,314,366,Dragon,Water
753,Spritzee,48,Golbat,48,753,341,455,114,Poison,Fairy
414,Mega Metagross,394,Mega Absol,394,414,700,565,-135,Dark,Steel
210,Wooper,177,Furret,177,210,210,415,205,Normal,Water
59,Persian,131,Starmie,131,59,440,520,80,Water,Normal
732,Talonflame,38,Nidoran♂,732,38,499,273,226,Fire,Poison
501,Hippowdon,629,Archeops,629,501,525,567,42,Rock,Ground
468,Cherubi,776,Sliggoo,776,468,275,452,177,Dragon,Grass
253,Porygon2,197,Mega Ampharos,253,197,515,610,-95,Normal,Electric
331,Aron,698,Larvesta,698,331,330,360,30,Bug,Steel
557,Serperior,31,Pikachu,557,31,528,320,208,Grass,Electric
552,Shaymin Sky Forme,48,Golbat,552,48,600,455,145,Grass,Poison
340,Mega Manectric,275,Sceptile,340,275,575,530,45,Electric,Grass
335,Meditite,400,Sealeo,335,400,280,410,-130,Fighting,Ice
692,Mandibuzz,211,Quagsire,692,211,510,430,80,Dark,Water
432,Deoxys Speed Forme,163,Mewtwo,432,163,600,680,-80,Psychic,Psychic
413,Metagross,459,Wormadam Plant Cloak,413,459,600,424,176,Steel,Bug
211,Quagsire,643,Swanna,643,211,430,473,43,Water,Water
485,Bronzor,340,Mega Manectric,340,485,300,575,275,Electric,Steel
752,Aegislash Shield Forme,436,Chimchar,436,752,520,309,-211,Fire,Steel
200,Azumarill,482,Chingling,200,482,420,285,135,Water,Psychic
361,Vibrava,595,Conkeldurr,361,595,340,505,-165,Ground,Fighting
537,Mow Rotom,720,Quilladin,537,720,520,405,115,Electric,Grass
481,Purugly,405,Relicanth,481,405,452,485,-33,Normal,Water
465,Pachirisu,106,Hypno,465,106,405,483,-78,Electric,Psychic
87,Slowbro,365,Swablu,365,87,490,310,-180,Normal,Water
759,Binacle,767,Tyrunt,759,767,306,362,-56,Rock,Rock
521,Yanmega,304,Ralts,521,304,515,198,317,Bug,Psychic
249,Mega Houndoom,799,Hoopa Unbound,249,799,600,680,-80,Dark,Psychic
218,Wobbuffet,174,Croconaw,174,218,405,405,0,Water,Psychic
344,Illumise,732,Talonflame,732,344,400,499,99,Fire,Bug
300,Taillow,263,Raikou,263,300,270,580,310,Electric,Normal
283,Swampert,451,Luxray,451,283,535,523,-12,Electric,Water
585,Boldore,257,Hitmontop,257,585,390,455,65,Fighting,Rock
499,Mega Lucario,199,Marill,499,199,625,250,375,Fighting,Water
514,Magnezone,550,Darkrai,550,514,535,600,65,Dark,Electric
597,Palpitoad,541,Dialga,541,597,384,680,296,Steel,Water
324,Nosepass,237,Slugma,324,237,375,250,125,Rock,Fire
756,Slurpuff,197,Mega Ampharos,756,197,480,610,-130,Fairy,Electric
74,Machoke,668,Beheeyem,74,668,405,485,-80,Fighting,Psychic
599,Throh,758,Malamar,758,599,465,482,17,Dark,Fighting
40,Nidoking,341,Plusle,341,40,505,405,-100,Electric,Poison
259,Elekid,337,Mega Medicham,337,259,360,510,150,Fighting,Electric
396,Snorunt,297,Seedot,396,297,300,220,80,Ice,Grass
390,Dusclops,466,Buizel,466,390,455,330,-125,Water,Ghost
164,Mega Mewtwo X,674,Haxorus,164,674,780,540,240,Psychic,Dragon
778,Klefki,432,Deoxys Speed Forme,432,778,470,600,130,Psychic,Steel
40,Nidoking,151,Omastar,40,151,505,495,10,Poison,Rock
11,Wartortle,487,Bonsly,11,487,405,290,115,Water,Rock
628,Archen,427,Mega Rayquaza,427,628,401,780,379,Dragon,Rock
562,Dewott,104,Onix,104,562,413,385,-28,Rock,Water
293,Dustox,693,Heatmor,693,293,385,484,99,Fire,Bug
260,Magby,630,Trubbish,260,630,365,329,36,Fire,Poison
56,Diglett,15,Metapod,56,15,265,205,60,Ground,Bug
130,Staryu,109,Voltorb,109,130,340,330,-10,Electric,Water
274,Grovyle,444,Staraptor,444,274,405,485,80,Normal,Grass
579,Pidove,599,Throh,599,579,264,465,201,Fighting,Normal
42,Clefable,669,Litwick,42,669,483,275,208,Fairy,Ghost
765,Helioptile,477,Mega Lopunny,477,765,289,580,291,Normal,Electric
98,Shellder,323,Azurill,98,323,305,190,115,Water,Normal
623,Sigilyph,170,Cyndaquil,623,170,490,309,181,Psychic,Fire
301,Swellow,409,Salamence,301,409,430,600,-170,Normal,Dragon
774,Carbink,635,Cinccino,635,774,500,470,-30,Normal,Rock
253,Porygon2,532,Rotom,532,253,515,440,-75,Electric,Normal
434,Grotle,793,Xerneas,793,434,405,680,275,Fairy,Grass
344,Illumise,40,Nidoking,40,344,400,505,105,Poison,Bug
229,Scizor,313,Vigoroth,313,229,500,440,-60,Normal,Bug
380,Anorith,446,Bibarel,380,446,355,410,-55,Rock,Normal
47,Zubat,166,Mew,166,47,245,600,355,Psychic,Poison
120,Rhyhorn,620,Crustle,620,120,345,475,130,Bug,Ground
24,Mega Pidgeot,297,Seedot,24,297,579,220,359,Normal,Grass
522,Leafeon,760,Barbaracle,522,760,525,500,25,Grass,Rock
321,Makuhita,430,DeoxysAttack Forme,430,321,237,600,363,Psychic,Fighting
372,Barboach,370,Lunatone,370,372,288,440,152,Rock,Water
34,Sandslash,227,Granbull,34,227,450,450,0,Ground,Fairy
474,Drifblim,466,Buizel,466,474,498,330,-168,Water,Ghost
539,Mesprit,657,Joltik,539,657,580,319,261,Psychic,Bug
676,Beartic,292,Cascoon,676,292,485,205,280,Ice,Bug
475,Buneary,704,Tornadus Therian Forme,704,475,350,580,230,Flying,Normal
44,Ninetales,485,Bronzor,44,485,505,300,205,Fire,Steel
347,Swalot,260,Magby,260,347,467,365,-102,Fire,Poison
443,Staravia,178,Hoothoot,443,178,340,262,78,Normal,Normal
722,Fennekin,440,Prinplup,722,440,307,405,-98,Fire,Water
297,Seedot,264,Entei,264,297,220,580,360,Fire,Grass
510,Snover,96,Grimer,510,96,334,325,9,Grass,Poison
278,Combusken,399,Spheal,278,399,405,290,115,Fire,Ice
753,Spritzee,650,Karrablast,650,753,341,315,-26,Bug,Fairy
459,Wormadam Plant Cloak,630,Trubbish,630,459,424,329,-95,Poison,Bug
98,Shellder,170,Cyndaquil,170,98,305,309,4,Fire,Water
349,Sharpedo,53,Parasect,349,53,460,405,55,Water,Bug
581,Unfezant,389,Duskull,389,581,488,295,-193,Ghost,Normal
634,Minccino,721,Chesnaught,634,721,300,530,-230,Normal,Grass
306,Gardevoir,340,Mega Manectric,340,306,518,575,57,Electric,Psychic
697,Hydreigon,231,Shuckle,697,231,600,505,95,Dark,Bug
398,Mega Glalie,119,Weezing,398,119,580,490,90,Ice,Poison
733,Scatterbug,405,Relicanth,405,733,200,485,285,Water,Bug
323,Azurill,369,Seviper,369,323,190,458,268,Poison,Normal
518,Electivire,661,Klink,518,661,540,300,240,Electric,Steel
663,Klinklang,308,Surskit,663,308,520,269,251,Steel,Bug
759,Binacle,7,Charizard,7,759,306,534,228,Fire,Rock
182,Spinarak,85,Rapidash,85,182,250,500,250,Fire,Bug
518,Electivire,621,Scraggy,518,621,540,348,192,Electric,Dark
584,Roggenrola,637,Gothorita,637,584,280,390,110,Psychic,Rock
578,Musharna,569,Purrloin,569,578,487,281,-206,Dark,Psychic
593,Timburr,773,Dedenne,773,593,305,431,126,Electric,Fighting
560,Emboar,54,Venonat,560,54,528,305,223,Fire,Bug
435,Torterra,106,Hypno,106,435,525,483,-42,Psychic,Grass
263,Raikou,521,Yanmega,263,521,580,515,65,Electric,Bug
553,Arceus,39,Nidorino,553,39,720,365,355,Normal,Poison
491,Spiritomb,382,Feebas,491,382,485,200,285,Ghost,Water
681,Mienfoo,530,Dusknoir,530,681,350,525,175,Ghost,Fighting
153,Kabutops,724,Delphox,724,153,495,534,39,Fire,Rock
694,Durant,327,Sableye,694,327,484,380,104,Bug,Dark
488,Mime Jr.,710,Landorus Therian Forme,710,488,310,600,290,Ground,Psychic
604,Venipede,377,Claydol,377,604,260,500,240,Ground,Bug
324,Nosepass,312,Slakoth,312,324,375,280,-95,Normal,Rock
744,Pangoro,642,Ducklett,744,642,495,305,190,Fighting,Water
696,Zweilous,88,Mega Slowbro,696,88,420,590,-170,Dark,Water
5,Charmander,485,Bronzor,5,485,309,300,9,Fire,Steel
646,Vanilluxe,656,Alomomola,646,656,535,470,65,Ice,Water
511,Abomasnow,573,Pansear,573,511,494,316,-178,Fire,Grass
378,Lileep,537,Mow Rotom,537,378,355,520,165,Electric,Rock
645,Vanillish,616,Darmanitan Standard Mode,616,645,395,480,85,Fire,Ice
499,Mega Lucario,704,Tornadus Therian Forme,704,499,625,580,-45,Flying,Fighting
378,Lileep,356,Torkoal,378,356,355,470,-115,Rock,Fire
776,Sliggoo,542,Palkia,542,776,452,680,228,Water,Dragon
728,Bunnelby,368,Zangoose,368,728,237,458,221,Normal,Normal
39,Nidorino,303,Pelipper,303,39,365,430,65,Water,Poison
538,Uxie,295,Lombre,538,295,580,340,240,Psychic,Water
678,Shelmet,696,Zweilous,696,678,305,420,115,Dark,Bug
274,Grovyle,380,Anorith,274,380,405,355,50,Grass,Rock
764,Clawitzer,330,Mega Mawile,764,330,500,480,20,Water,Steel
100,Gastly,652,Foongus,652,100,310,294,-16,Grass,Ghost
759,Binacle,281,Mudkip,759,281,306,310,-4,Rock,Water
384,Castform,765,Helioptile,765,384,420,289,-131,Electric,Normal
26,Raticate,35,Nidoran♀,26,35,413,275,138,Normal,Poison
30,Arbok,515,Lickilicky,30,515,438,515,-77,Poison,Normal
369,Seviper,221,Forretress,369,221,458,465,-7,Poison,Bug
91,Farfetch'd,471,Gastrodon,91,471,352,475,-123,Normal,Water
175,Feraligatr,514,Magnezone,175,514,530,535,-5,Water,Electric
206,Aipom,149,Porygon,206,149,360,395,-35,Normal,Normal
82,Graveler,758,Malamar,758,82,390,482,92,Dark,Rock
688,Bouffalant,337,Mega Medicham,337,688,490,510,20,Fighting,Normal
767,Tyrunt,431,Deoxys Defense Forme,431,767,362,600,238,Psychic,Rock
265,Suicune,292,Cascoon,265,292,580,205,375,Water,Bug
394,Mega Absol,460,Wormadam Sandy Cloak,394,460,565,424,141,Dark,Bug
248,Houndoom,134,Jynx,134,248,500,455,-45,Ice,Dark
731,Fletchinder,572,Simisage,572,731,382,498,116,Grass,Fire
653,Amoonguss,5,Charmander,5,653,464,309,-155,Fire,Grass
574,Simisear,436,Chimchar,574,436,498,309,189,Fire,Fire
661,Klink,700,Cobalion,700,661,300,580,280,Steel,Steel
606,Scolipede,687,Bisharp,687,606,485,490,5,Dark,Bug
246,Skarmory,422,Kyogre,422,246,465,670,205,Water,Steel
443,Staravia,542,Palkia,542,443,340,680,340,Water,Normal
378,Lileep,691,Vullaby,691,378,355,370,15,Dark,Rock
132,Mr. Mime,83,Golem,83,132,460,495,35,Rock,Psychic
89,Magnemite,797,Mega Diancie,797,89,325,700,375,Rock,Electric
690,Braviary,199,Marill,690,199,510,250,260,Normal,Water
552,Shaymin Sky Forme,267,Pupitar,552,267,600,410,190,Grass,Rock
273,Treecko,462,Mothim,273,462,310,424,-114,Grass,Bug
478,Mismagius,608,Whimsicott,608,478,495,480,-15,Grass,Ghost
265,Suicune,624,Yamask,265,624,580,303,277,Water,Ghost
114,Marowak,43,Vulpix,43,114,425,299,-126,Fire,Ground
658,Galvantula,273,Treecko,658,273,472,310,162,Bug,Grass
772,Hawlucha,318,Whismur,772,318,500,240,260,Fighting,Normal
19,Beedrill,534,Wash Rotom,534,19,395,520,125,Electric,Bug
327,Sableye,496,Munchlax,496,327,380,390,10,Normal,Dark
480,Glameow,413,Metagross,480,413,310,600,-290,Normal,Steel
36,Nidorina,6,Charmeleon,6,36,365,405,40,Fire,Poison
163,Mewtwo,570,Liepard,570,163,680,446,-234,Dark,Psychic
565,Watchog,64,Growlithe,565,64,420,350,70,Normal,Fire
226,Snubbull,355,Mega Camerupt,226,355,300,560,-260,Fairy,Fire
601,Sewaddle,261,Miltank,261,601,310,490,180,Normal,Bug
7,Charizard,214,Murkrow,7,214,534,405,129,Fire,Dark
60,Psyduck,365,Swablu,60,365,320,310,10,Water,Normal
452,Budew,140,Magikarp,452,140,280,200,80,Grass,Water
541,Dialga,279,Blaziken,541,279,680,530,150,Steel,Fire
711,Kyurem,169,Meganium,711,169,660,525,135,Dragon,Grass
499,Mega Lucario,79,Tentacool,499,79,625,335,290,Fighting,Water
338,Electrike,612,Sandile,612,338,295,292,-3,Ground,Electric
356,Torkoal,451,Luxray,451,356,470,523,53,Electric,Fire
266,Larvitar,788,Gourgeist Super Size,788,266,300,494,194,Ghost,Rock
591,Audino,393,Absol,393,591,445,465,20,Dark,Normal
483,Stunky,6,Charmeleon,6,483,329,405,76,Fire,Poison
198,Bellossom,68,Poliwrath,68,198,490,510,20,Water,Grass
769,Amaura,423,Primal Kyogre,423,769,362,770,408,Water,Rock
401,Walrein,484,Skuntank,484,401,530,479,-51,Poison,Ice
211,Quagsire,91,Farfetch'd,91,211,430,352,-78,Normal,Water
757,Inkay,672,Axew,672,757,288,320,32,Dragon,Dark
657,Joltik,603,Leavanny,603,657,319,500,181,Bug,Bug
53,Parasect,288,Linoone,288,53,405,420,15,Normal,Bug
609,Petilil,229,Scizor,229,609,280,500,220,Bug,Grass
707,Reshiram,666,Eelektross,707,666,680,515,165,Dragon,Electric
685,Golurk,784,Pumpkaboo Super Size,685,784,483,335,148,Ground,Ghost
589,Drilbur,11,Wartortle,589,11,328,405,-77,Ground,Water
547,Cresselia,792,Noivern,792,547,600,535,-65,Flying,Psychic
74,Machoke,75,Machamp,75,74,405,505,100,Fighting,Fighting
641,Reuniclus,113,Cubone,113,641,490,320,-170,Ground,Psychic
