First_pokemon,Second_pokemon,Winner,FirstWins,FType1,FType2,SType1,SType2,DifHP,DifAttack,DifDefense,DifSpAttack,DifSpDefense,DifSpeed,DifTotal
145,441,441,0,Normal,NA,Water,Steel,-29,-31,-38,-66,-36,-5,-205
194,289,194,1,Electric,NA,Bug,NA,10,-5,5,45,15,15,85
420,700,420,1,Dragon,Psychic,Steel,Fighting,-11,0,-49,40,38,2,20
168,330,168,1,Grass,NA,Steel,Fairy,10,-43,-45,8,-15,10,-75
649,196,649,1,Electric,Flying,Electric,NA,-35,0,-25,-40,-30,48,-82
197,414,414,0,Electric,Dragon,Steel,Psychic,10,-50,-45,60,0,-65,-90
791,430,430,0,Flying,Dragon,Psychic,NA,-10,-150,15,-135,20,-95,-355
591,721,721,0,Normal,NA,Grass,Fighting,15,-47,-36,-14,11,-14,-85
374,686,686,0,Water,NA,Dark,Steel,-2,-5,-5,10,-5,-25,-32
318,414,414,0,Normal,NA,Steel,Psychic,-16,-94,-127,-54,-87,-82,-460
675,229,229,0,Ice,NA,Bug,Steel,-15,-60,-60,5,-40,-25,-195
597,442,442,0,Water,Ground,Normal,Flying,35,10,25,35,25,9,139
532,517,517,0,Electric,Ghost,Grass,NA,-50,-50,-48,-15,27,41,-95
163,569,569,0,Psychic,NA,Dark,NA,65,60,53,104,53,64,399
574,99,574,1,Fire,NA,Water,Ice,25,3,-117,13,18,31,-27
231,284,284,0,Bug,Rock,Water,Ground,-80,-140,120,-85,120,-65,-130
751,399,751,1,Steel,Ghost,Ice,Water,-10,110,0,95,0,35,230
660,600,600,0,Grass,Steel,Fighting,NA,-1,-31,56,24,41,-65,24
391,351,351,0,Grass,Flying,Water,NA,-31,-2,48,2,52,-9,60
190,715,715,0,Fairy,NA,Water,Fighting,-56,-52,-25,-89,-25,-88,-335
561,341,341,0,Water,NA,Electric,NA,-5,5,5,-22,-30,-50,-97
52,23,23,0,Bug,Grass,Normal,Flying,-48,-10,-20,-25,-15,-76,-194
567,272,272,0,Normal,NA,Psychic,Grass,-35,-20,-35,-65,-35,-40,-230
335,184,184,0,Fighting,Psychic,Poison,Flying,-55,-50,-25,-30,-25,-70,-255
63,391,63,1,Fighting,NA,Grass,Flying,-34,37,-23,-12,-17,44,-5
99,381,99,1,Water,Ice,Rock,Bug,-25,-30,80,15,-35,25,30
377,378,377,1,Ground,Psychic,Rock,Grass,-6,29,28,9,33,52,145
435,642,642,0,Grass,Ground,Water,Flying,33,65,55,31,35,1,220
553,454,553,1,Normal,NA,Rock,NA,53,-5,80,90,90,62,370
667,517,517,0,Psychic,NA,Grass,NA,-45,-45,-70,-25,5,-20,-200
380,135,135,0,Rock,Bug,Electric,NA,-20,12,-7,-55,-35,-30,-135
454,170,170,0,Rock,NA,Fire,NA,28,73,-3,-30,-20,-7,41
260,640,260,1,Fire,NA,Psychic,NA,-20,35,-13,-55,-5,53,-5
498,749,498,1,Fighting,Steel,Steel,Ghost,25,30,-30,80,33,62,200
43,501,501,0,Fire,NA,Ground,NA,-70,-71,-78,-18,-7,18,-226
508,467,467,0,Water,NA,Water,NA,-16,-36,21,-16,36,-24,-35
64,359,359,0,Fire,NA,Normal,NA,-5,10,-15,10,-10,0,-10
563,286,286,0,Water,NA,Dark,NA,25,10,15,48,10,0,108
244,447,244,1,Ice,Flying,Bug,NA,8,30,4,40,4,50,136
201,393,393,0,Rock,NA,Dark,NA,5,-30,55,-45,5,-45,-55
463,224,463,1,Bug,Flying,Steel,Ground,-45,-55,-158,-25,-23,40,-266
128,446,446,0,Water,NA,Normal,Water,-34,-18,0,-20,-10,-8,-90
671,64,671,1,Ghost,Fire,Fire,NA,5,-15,45,75,40,20,170
693,354,693,1,Fire,NA,Fire,Ground,15,-3,-4,0,-9,25,24
318,112,112,0,Normal,NA,Grass,Psychic,-31,-44,-62,-74,-42,-27,-280
241,49,241,1,Water,Rock,Grass,Poison,10,5,30,-10,20,5,60
208,34,34,0,Grass,NA,Ground,NA,0,-25,-55,60,30,-35,-25
140,578,578,0,Water,NA,Psychic,NA,-96,-45,-30,-92,-75,51,-287
635,147,147,0,Normal,NA,Electric,NA,10,30,0,-45,-35,-15,-55
695,593,695,1,Dark,Dragon,Fighting,NA,-23,-15,-5,20,15,3,-5
711,754,754,0,Dragon,Ice,Fairy,NA,24,58,18,31,1,66,198
92,149,92,1,Normal,Flying,Normal,NA,-30,25,-25,-50,-40,35,-85
530,773,773,0,Ghost,NA,Electric,Fairy,-22,42,78,-16,68,-56,94
101,10,101,1,Ghost,Poison,Water,NA,1,2,-20,65,-9,52,91
508,151,508,1,Water,NA,Rock,Water,-1,9,-49,-46,16,36,-35
79,515,79,1,Water,Poison,Normal,NA,-70,-45,-60,-30,5,20,-180
439,373,373,0,Water,NA,Water,Ground,-57,-27,-20,-15,-15,-20,-154
203,530,203,1,Grass,Flying,Ghost,NA,-10,-65,-95,-30,-80,5,-275
381,775,381,1,Rock,Bug,Dragon,NA,30,75,65,15,5,5,195
454,533,533,0,Rock,NA,Electric,Fire,17,60,-67,-75,-77,-28,-170
657,121,657,1,Bug,Electric,Ground,Rock,-55,-83,-70,12,5,25,-166
748,438,438,0,Psychic,NA,Fire,Fighting,-2,-56,5,-21,10,-4,-68
779,260,260,0,Ghost,Grass,Fire,NA,-2,-5,11,-20,5,-45,-56
103,41,103,1,Ghost,Poison,Fairy,NA,-10,20,32,110,30,95,277
449,515,515,0,Electric,NA,Normal,NA,-65,-20,-61,-40,-61,-5,-252
3,386,3,1,Grass,Poison,Ghost,NA,36,7,48,37,67,35,230
686,706,706,0,Dark,Steel,Electric,Flying,-34,-20,0,-105,-40,-41,-240
621,504,504,0,Dark,Fighting,Poison,Fighting,2,14,30,-26,30,-2,48
539,536,536,0,Psychic,NA,Electric,Flying,30,40,-2,0,-2,-6,60
563,495,495,0,Water,NA,Dragon,Ground,-13,-70,-30,-12,-25,-22,-172
163,325,163,1,Psychic,NA,Normal,NA,56,65,45,119,55,80,420
594,175,175,0,Fighting,NA,Water,NA,0,0,-15,-39,-33,-38,-125
63,6,63,1,Fighting,NA,Fire,NA,7,41,2,-20,5,15,50
318,748,748,0,Normal,NA,Psychic,NA,-10,3,-53,-32,-58,-76,-226
104,776,104,1,Rock,Ground,Dragon,NA,-33,-30,107,-53,-68,10,-67
281,459,281,1,Water,NA,Bug,Grass,-10,11,-35,-29,-55,4,-114
170,780,170,1,Fire,NA,Ghost,Grass,-46,-58,-33,-5,-32,9,-165
116,654,654,0,Fighting,NA,Water,Ghost,-5,65,29,-30,25,36,120
229,681,681,0,Bug,Steel,Fighting,NA,25,45,50,0,30,0,150
604,341,341,0,Bug,Poison,Electric,NA,-30,-5,19,-55,-36,-38,-145
728,252,728,1,Normal,NA,Ground,NA,-52,-84,-82,-28,-24,7,-263
771,627,771,1,Fairy,NA,Water,Rock,21,-43,-68,27,65,28,30
719,223,223,0,Grass,NA,Ground,Flying,-9,-14,-40,13,-20,-47,-117
165,493,165,1,Psychic,NA,Dragon,Ground,38,60,5,144,65,58,370
318,149,149,0,Normal,NA,Normal,NA,-1,-9,-47,-34,-52,-12,-155
565,149,565,1,Normal,NA,Normal,NA,-5,25,-1,-25,-6,37,25
520,74,520,1,Fairy,Flying,Fighting,NA,5,-50,25,70,55,35,140
292,778,778,0,Bug,NA,Steel,Fairy,-7,-45,-36,-55,-62,-60,-265
328,798,328,1,Dark,Ghost,Psychic,Ghost,-30,-25,65,-65,-15,-50,-120
167,294,167,1,Grass,NA,Water,Grass,5,19,35,9,15,15,98
789,704,704,0,Ice,NA,Flying,NA,-24,-31,5,-78,-55,-93,-276
576,89,576,1,Water,NA,Electric,Steel,50,63,-7,3,8,56,173
312,685,685,0,Normal,NA,Ground,Ghost,-29,-64,-20,-20,-45,-25,-203
653,25,653,1,Grass,Poison,Normal,NA,84,29,35,60,45,-42,211
697,775,697,1,Dark,Dragon,Dragon,NA,47,55,55,70,15,58,300
341,739,341,1,Electric,NA,Fairy,NA,6,5,-7,10,-23,43,34
755,581,581,0,Fairy,NA,Normal,Flying,-18,-67,-14,-6,2,-44,-147
215,397,397,0,Water,Psychic,Ice,NA,15,-5,0,20,30,-50,10
7,725,7,1,Fire,Flying,Water,NA,37,28,38,47,41,29,220
690,721,690,1,Normal,Flying,Grass,Fighting,12,16,-47,-17,0,16,-20
17,628,628,0,Bug,Poison,Rock,Flying,-15,-77,-15,-54,-25,-20,-206
348,705,705,0,Water,Dark,Electric,Flying,-34,-25,-50,-60,-60,-46,-275
19,277,19,1,Bug,Poison,Fire,NA,20,30,0,-25,30,30,85
519,778,519,1,Fire,NA,Steel,Fairy,18,15,-24,45,8,8,70
164,370,164,1,Psychic,Fighting,Rock,Psychic,36,135,35,59,15,60,340
388,572,572,0,Ghost,NA,Grass,NA,-11,67,12,-5,20,-26,57
321,740,740,0,Fighting,NA,Fairy,NA,-6,-5,-38,-92,-124,-50,-315
291,364,291,1,Bug,Flying,Grass,Dark,-10,-45,-10,-15,-10,10,-80
71,658,71,1,Psychic,NA,Bug,Electric,-15,-27,-15,38,35,12,28
720,632,632,0,Grass,NA,Dark,NA,21,13,55,-24,18,-8,75
595,320,320,0,Fighting,NA,Normal,NA,1,49,32,-36,-8,-23,15
337,257,337,1,Fighting,Psychic,Fighting,NA,10,5,-10,45,-25,30,55
596,89,596,1,Water,NA,Electric,Steel,25,15,-30,-45,-15,19,-31
691,214,214,0,Dark,Flying,Dark,Flying,10,-30,33,-40,23,-31,-35
518,388,518,1,Electric,NA,Ghost,NA,11,-42,-8,2,2,20,-15
579,130,130,0,Normal,Flying,Water,NA,20,10,-5,-34,-25,-42,-76
314,411,314,1,Normal,NA,Steel,Psychic,110,105,20,60,5,70,370
102,297,102,1,Ghost,Poison,Grass,NA,20,25,10,100,45,80,280
673,724,724,0,Dragon,NA,Fire,Psychic,-9,48,-2,-74,-50,-37,-124
272,23,23,0,Psychic,Grass,Normal,Flying,17,20,25,30,30,-1,121
218,633,633,0,Psychic,NA,Dark,NA,130,-72,-2,-87,-2,-72,-105
759,490,490,0,Rock,Water,Normal,Flying,-34,-13,22,-53,14,-41,-105
52,694,694,0,Bug,Grass,Bug,Steel,-23,-39,-57,-3,7,-84,-199
313,632,313,1,Normal,NA,Dark,NA,40,15,40,-25,15,25,110
151,303,303,0,Rock,Water,Water,Flying,10,10,25,30,0,-10,65
528,271,528,1,Psychic,Fighting,Fire,Flying,-38,35,5,-45,-39,20,-62
575,363,575,1,Water,NA,Grass,NA,0,-32,8,-32,8,29,-19
760,84,84,0,Rock,Water,Fire,NA,22,20,60,-11,21,-22,90
585,407,407,0,Rock,NA,Dragon,NA,25,30,45,10,10,-30,90
335,304,335,1,Fighting,Psychic,Psychic,Fairy,2,15,30,-5,20,20,82
481,753,481,1,Normal,NA,Fairy,NA,-7,30,4,1,-6,89,111
739,106,106,0,Fairy,NA,Psychic,NA,-31,-28,-23,2,-17,-15,-112
559,135,135,0,Fire,Fighting,Electric,NA,25,10,-2,-25,-30,-50,-72
771,524,524,0,Fairy,NA,Ground,Flying,20,-30,-60,65,55,-35,15
393,281,393,1,Dark,NA,Water,NA,15,60,10,25,10,35,155
109,502,109,1,Electric,NA,Poison,Bug,0,-20,-40,25,0,35,0
541,573,541,1,Steel,Dragon,Fire,NA,50,67,72,97,52,26,364
604,423,423,0,Bug,Poison,Water,NA,-70,-105,-31,-150,-121,-33,-510
668,502,502,0,Psychic,NA,Poison,Bug,35,25,-15,95,40,-25,155
722,316,316,0,Fire,NA,Bug,Flying,-21,-45,-5,12,10,-100,-149
200,112,112,0,Water,Fairy,Grass,Psychic,5,-45,-5,-65,15,-5,-100
342,32,32,0,Electric,NA,Electric,NA,0,-50,-5,-15,5,-15,-80
282,204,204,0,Water,Ground,Grass,Flying,15,40,20,15,5,-30,65
155,99,155,1,Rock,Flying,Water,Ice,30,40,-95,-15,50,80,90
487,793,793,0,Rock,NA,Fairy,NA,-76,-51,0,-121,-53,-89,-390
490,640,490,1,Normal,Flying,Psychic,NA,11,25,-5,-33,-18,61,41
385,340,340,0,Normal,NA,Electric,NA,-10,15,-10,-75,40,-95,-135
400,280,280,0,Ice,Water,Fire,Fighting,10,-100,-10,-55,-10,-55,-220
452,692,692,0,Grass,Poison,Dark,Flying,-70,-35,-70,-5,-25,-25,-230
588,435,588,1,Psychic,Flying,Grass,Ground,-28,-52,-50,2,-30,58,-100
153,215,153,1,Rock,Water,Water,Psychic,-35,40,25,-35,-40,50,5
777,403,777,1,Dragon,NA,Water,NA,35,-4,-35,16,75,28,115
141,480,480,0,Water,Flying,Normal,NA,46,70,37,18,63,-4,230
629,464,629,1,Rock,Flying,Bug,Flying,5,60,-37,32,-37,70,93
152,368,368,0,Rock,Water,Normal,NA,-43,-35,30,-5,-15,-35,-103
204,304,204,1,Grass,Flying,Psychic,Fairy,27,20,25,0,30,40,142
458,242,242,0,Bug,NA,Water,NA,5,-36,10,-36,10,-29,-76
485,184,485,1,Steel,Psychic,Poison,Flying,-28,-66,6,-46,6,-107,-235
773,171,773,1,Electric,Fairy,Fire,NA,9,-6,-1,1,2,21,26
228,311,228,1,Water,Poison,Grass,Fighting,5,-35,-5,-5,-5,15,-30
283,36,283,1,Water,Ground,Poison,NA,30,48,23,30,35,4,170
528,97,528,1,Psychic,Fighting,Poison,NA,-37,60,20,0,15,60,118
433,462,462,0,Grass,NA,Bug,Flying,-15,-26,14,-49,5,-35,-106
524,547,524,1,Ground,Flying,Psychic,NA,-45,25,5,-30,-55,10,-90
435,768,768,0,Grass,Ground,Rock,Dragon,13,-12,-14,6,26,-15,4
185,461,185,1,Water,Electric,Bug,Steel,15,-31,-57,-13,-39,31,-94
368,727,727,0,Normal,NA,Water,Dark,1,20,-7,-43,-11,-32,-72
694,250,694,1,Bug,Steel,Water,Dragon,-17,14,17,-47,-47,24,-56
377,61,61,0,Ground,Psychic,Water,NA,-20,-12,27,-25,40,-10,0
519,95,519,1,Fire,NA,Water,Ice,-15,25,-13,55,0,13,65
446,600,600,0,Normal,Water,Fighting,NA,4,-40,-15,25,-15,-14,-55
444,288,288,0,Normal,Flying,Normal,NA,7,50,9,0,-1,0,65
450,237,450,1,Electric,NA,Fire,NA,20,45,9,-10,9,40,113
249,476,249,1,Dark,Fire,Normal,NA,10,14,6,86,-6,10,120
112,658,658,0,Grass,Psychic,Bug,Electric,25,18,25,28,5,-53,48
275,491,275,1,Grass,NA,Ghost,Dark,20,-7,-43,13,-23,85,45
710,644,710,1,Ground,Flying,Ice,NA,53,95,40,40,20,47,295
240,360,240,1,Ice,Ground,Ground,NA,55,0,35,15,15,40,160
20,179,20,1,Bug,Poison,Normal,Flying,-35,100,-10,-61,-16,75,53
142,313,313,0,Water,Dark,Normal,NA,15,75,29,15,75,-9,200
794,517,794,1,Dark,Flying,Grass,NA,26,31,-30,21,48,49,145
467,472,472,0,Water,NA,Normal,NA,10,5,-11,25,-16,0,13
717,398,717,1,Normal,Fighting,Ice,NA,20,8,10,-43,-3,28,20
57,749,749,0,Ground,NA,Steel,Ghost,-10,0,-50,15,33,92,80
432,375,432,1,Psychic,NA,Water,Dark,-13,-25,5,5,35,125,132
387,239,387,1,Ghost,NA,Ice,Ground,14,65,25,53,33,15,205
224,644,644,0,Steel,Ground,Ice,NA,39,35,150,-10,5,-14,205
334,370,370,0,Steel,NA,Rock,Psychic,0,85,165,-35,-5,-20,190
365,321,365,1,Normal,Flying,Fighting,NA,-27,-20,30,20,45,25,73
400,404,404,0,Ice,Water,Water,NA,35,-24,-35,-39,-5,-7,-75
256,781,781,0,Fighting,NA,Ghost,Grass,-14,-31,-35,-9,-20,-16,-125
304,583,583,0,Psychic,Fairy,Electric,NA,-47,-75,-38,-35,-28,-76,-299
417,218,417,1,Steel,NA,Psychic,NA,-110,42,92,42,92,17,175
787,42,787,1,Ghost,Grass,Fairy,NA,-20,25,49,-37,-15,9,11
786,678,786,1,Ghost,Grass,Bug,NA,5,45,37,18,10,74,189
348,247,247,0,Water,Dark,Dark,Fire,0,30,-10,-15,-30,0,-25
555,570,570,0,Grass,NA,Dark,NA,-19,-43,5,-43,5,-43,-138
366,117,366,1,Dragon,Flying,Normal,NA,-15,15,15,10,30,50,105
167,451,451,0,Grass,NA,Electric,NA,-35,-71,-14,-46,-14,-25,-205
748,386,748,1,Psychic,NA,Ghost,NA,30,-27,41,20,48,59,171
340,334,340,1,Electric,NA,Steel,NA,0,-65,-150,75,0,85,-55
376,40,40,0,Ground,Psychic,Poison,Ground,-41,-62,-22,-45,-5,-30,-205
358,62,358,1,Psychic,NA,Fighting,NA,40,-35,30,55,65,10,165
494,586,494,1,Dragon,Ground,Rock,NA,23,-5,-35,20,5,77,85
42,573,573,0,Fairy,NA,Fire,NA,45,17,25,42,42,-4,167
84,465,465,0,Fire,NA,Electric,NA,-10,40,-15,20,-25,-5,5
29,226,29,1,Poison,NA,Fairy,NA,-25,-20,-6,0,14,25,-12
175,625,175,1,Water,NA,Ghost,NA,27,55,-45,-16,-22,48,47
430,351,430,1,Psychic,NA,Water,NA,-80,110,-15,110,-15,90,200
194,47,47,0,Electric,NA,Poison,Flying,15,-5,5,35,5,-20,35
669,503,503,0,Ghost,Fire,Poison,Dark,-20,-60,-55,5,-20,-75,-225
520,683,520,1,Fairy,Flying,Dragon,NA,8,-70,5,60,25,32,60
506,291,291,0,Grass,NA,Bug,Flying,14,30,22,-10,22,-19,59
540,738,540,1,Psychic,NA,Fairy,NA,31,87,31,64,-9,73,277
534,425,425,0,Electric,Water,Ground,Fire,-50,-115,-53,-45,17,-4,-250
94,557,557,0,Water,NA,Grass,NA,-10,-30,-40,-30,-25,-68,-203
198,249,249,0,Grass,NA,Dark,Fire,0,-10,5,-50,10,-65,-110
535,656,535,1,Electric,Ice,Water,NA,-115,-10,27,65,62,21,50
798,234,234,0,Psychic,Ghost,Dark,Ice,25,15,5,115,55,-45,170
194,786,786,0,Electric,NA,Ghost,Grass,0,-45,-82,7,-30,-64,-214
464,522,522,0,Bug,Flying,Grass,NA,5,-30,-28,20,37,-55,-51
314,195,314,1,Normal,NA,Electric,NA,80,105,45,15,5,55,305
526,61,526,1,Normal,NA,Water,NA,5,-2,-8,40,-5,5,35
737,15,737,1,Fire,Normal,Bug,NA,36,48,17,84,41,76,302
666,663,663,0,Electric,NA,Steel,NA,25,15,-35,35,-5,-40,-5
403,372,372,0,Water,NA,Water,Ground,5,56,62,48,34,-8,197
492,125,125,0,Dragon,Ground,Normal,NA,-47,-55,-55,-20,-55,-58,-290
247,342,342,0,Dark,Fire,Electric,NA,-15,20,-20,5,-35,-30,-75
445,153,153,0,Normal,NA,Rock,Water,-1,-70,-65,-30,-30,-49,-245
229,726,726,0,Bug,Steel,Water,NA,16,67,48,-28,24,-32,95
348,710,710,0,Water,Dark,Ground,Flying,-44,-55,-70,-40,-60,-26,-295
735,223,735,1,Bug,Flying,Ground,Flying,15,-23,-55,55,-15,4,-19
201,640,640,0,Rock,NA,Psychic,NA,5,60,65,-95,5,0,40
158,368,158,1,Electric,Flying,Normal,NA,17,-25,25,65,30,10,122
258,291,291,0,Ice,Psychic,Bug,Flying,-15,-40,-35,-15,15,0,-90
373,559,373,1,Water,Ground,Fire,Fighting,20,-15,18,6,16,5,50
118,184,184,0,Poison,NA,Poison,Flying,-45,-25,15,-10,-35,-95,-195
270,686,686,0,Psychic,Flying,Dark,Steel,61,5,60,50,114,50,340
652,737,737,0,Grass,Poison,Fire,Normal,-17,-13,-27,-54,-11,-91,-213
326,234,234,0,Normal,NA,Dark,Ice,15,-30,10,20,-20,-45,-50
178,73,178,1,Normal,Flying,Fighting,NA,-10,-50,-20,1,21,15,-43
395,667,667,0,Psychic,NA,Psychic,NA,40,-32,-7,-62,-7,-7,-75
696,767,696,1,Dark,Dragon,Rock,Dragon,14,-4,-7,20,25,10,58
316,350,316,1,Bug,Flying,Water,Dark,-9,-50,-25,-60,-15,55,-104
773,137,773,1,Electric,Fairy,Bug,NA,2,-67,-43,26,-3,16,-69
60,708,708,0,Water,NA,Dragon,Electric,-50,-98,-72,-55,-50,-35,-360
495,664,495,1,Dragon,Ground,Electric,NA,73,115,75,75,55,32,425
265,105,265,1,Water,NA,Psychic,NA,40,27,70,47,25,43,252
171,799,799,0,Fire,NA,Psychic,Dark,-22,-96,-2,-90,-65,0,-275
26,778,26,1,Normal,NA,Steel,Fairy,-2,1,-31,-30,-17,22,-57
198,735,735,0,Grass,NA,Bug,Flying,-5,28,45,0,50,-39,79
511,396,511,1,Grass,Ice,Ice,NA,40,42,25,42,35,10,194
285,331,285,1,Dark,NA,Steel,Rock,-15,-15,-65,-10,-10,5,-110
727,707,727,1,Water,Dark,Dragon,Fire,-28,-25,-33,-47,-49,32,-150
623,142,623,1,Psychic,Flying,Water,Dark,-23,-97,-29,33,-50,16,-150
345,471,345,1,Grass,Poison,Water,Ground,-61,-23,-23,8,-2,26,-75
121,736,121,1,Ground,Rock,Fire,Normal,43,80,62,-28,-9,-32,116
96,434,434,0,Poison,NA,Grass,NA,5,-9,-35,-15,-15,-11,-80
95,16,16,0,Water,Ice,Bug,Flying,30,25,30,-20,15,0,80
724,497,724,1,Fire,Psychic,Fighting,NA,35,-1,32,79,60,44,249
19,294,19,1,Bug,Poison,Water,Grass,25,60,10,5,30,45,175
347,600,600,0,Poison,NA,Fighting,NA,25,-52,8,43,8,-30,2
51,638,638,0,Grass,Poison,Psychic,NA,5,25,-10,15,-20,-15,0
60,152,152,0,Water,NA,Rock,Water,20,-28,-42,10,5,0,-35
532,599,599,0,Electric,Ghost,Fighting,NA,-70,-50,-8,65,-8,46,-25
687,758,758,0,Dark,Steel,Dark,Psychic,-21,33,12,-8,-5,-3,8
484,396,484,1,Poison,Dark,Ice,NA,53,43,17,21,11,34,179
373,410,410,0,Water,Ground,Dragon,Flying,15,-67,-57,-44,-19,-60,-232
462,641,462,1,Bug,Flying,Psychic,NA,-40,29,-25,-31,-35,36,-66
430,378,430,1,Psychic,NA,Rock,Grass,-16,139,-57,119,-67,127,245
531,253,253,0,Ice,Ghost,Normal,NA,-15,0,-20,-25,-25,50,-35
248,154,154,0,Dark,Fire,Rock,Flying,-5,-15,-15,50,5,-35,-15
86,494,494,0,Water,Psychic,Dragon,Ground,-18,-65,-30,-40,-45,-87,-285
157,724,724,0,Ice,Flying,Fire,Psychic,15,16,28,-19,25,-19,46
705,462,705,1,Electric,Flying,Bug,Flying,9,21,20,31,30,45,156
62,481,481,0,Fighting,NA,Normal,NA,-31,-2,-29,-29,-14,-42,-147
491,687,687,0,Ghost,Dark,Dark,Steel,-15,-33,8,32,38,-35,-5
733,197,197,0,Bug,NA,Electric,Dragon,-52,-60,-65,-138,-85,-10,-410
785,463,785,1,Ghost,Grass,Bug,Flying,35,60,80,28,33,14,250
662,598,598,0,Steel,NA,Water,Ground,-45,-15,20,-15,10,-24,-69
517,8,8,0,Grass,NA,Fire,Dragon,22,-30,14,-20,-35,-50,-99
336,665,336,1,Fighting,Psychic,Electric,NA,-5,-25,5,-15,5,40,5
203,297,203,1,Grass,Flying,Grass,NA,-5,-5,-10,5,25,20,30
734,186,186,0,Bug,NA,Water,Electric,-80,-36,2,-49,-46,-38,-247
213,728,213,1,Dark,NA,Normal,NA,57,29,72,28,94,8,288
678,164,164,0,Bug,NA,Psychic,Fighting,-56,-150,-15,-114,-35,-105,-475
304,5,5,0,Psychic,Fairy,Fire,NA,-11,-27,-18,-15,-15,-25,-111
365,460,365,1,Normal,Flying,Bug,Ground,-15,-39,-45,-19,-10,14,-114
734,676,676,0,Bug,NA,Ice,NA,-50,-88,-20,-43,-50,-21,-272
421,200,421,1,Dragon,Psychic,Water,Fairy,-20,80,20,100,40,60,280
146,739,146,1,Water,NA,Fairy,NA,76,20,13,35,-3,13,154
447,797,797,0,Bug,NA,Rock,Fairy,-13,-135,-69,-135,-69,-85,-506
263,286,263,1,Electric,NA,Dark,NA,20,-5,5,55,40,45,160
650,707,707,0,Bug,NA,Dragon,Fire,-50,-45,-55,-110,-75,-30,-365
300,653,653,0,Normal,Flying,Grass,Poison,-74,-30,-40,-55,-50,55,-194
583,687,583,1,Electric,NA,Dark,Steel,10,-25,-37,20,-7,46,7
258,654,258,1,Ice,Psychic,Water,Ghost,-10,-10,-35,20,-20,25,-30
622,233,233,0,Dark,Fighting,Bug,Fighting,-15,-95,0,5,10,-17,-112
87,385,385,0,Water,Psychic,Normal,NA,35,-15,40,40,-40,-10,50
759,158,158,0,Rock,Water,Electric,Flying,-48,-38,-18,-86,-34,-50,-274
265,256,265,1,Water,NA,Fighting,NA,65,40,80,55,80,50,370
750,263,263,0,Steel,Ghost,Electric,NA,-31,25,75,-70,-51,-80,-132
62,624,624,0,Fighting,NA,Ghost,NA,2,50,-50,-20,-20,40,2
34,120,34,1,Ground,NA,Ground,Rock,-5,15,15,15,25,40,105
321,579,579,0,Fighting,NA,Normal,Flying,22,5,-20,-16,0,-18,-27
79,37,37,0,Water,Poison,Poison,Ground,-50,-52,-52,-25,15,-6,-170
47,246,246,0,Poison,Flying,Steel,Flying,-25,-35,-105,-10,-30,-15,-220
1,178,178,0,Grass,Poison,Normal,Flying,-15,19,19,29,9,-5,56
704,446,704,1,Flying,NA,Normal,Water,0,15,20,55,30,50,170
580,559,580,1,Normal,Flying,Fire,Fighting,-28,-16,7,-20,-13,10,-60
462,733,462,1,Bug,Flying,Bug,NA,32,59,10,67,25,31,224
239,671,671,0,Ice,Ground,Ghost,Fire,-10,-5,-50,-115,-60,-30,-270
244,102,102,0,Ice,Flying,Ghost,Poison,-15,-10,-15,-65,-30,-35,-170
297,58,58,0,Grass,NA,Normal,NA,0,-5,15,-10,-10,-60,-70
189,786,786,0,Normal,Fairy,Ghost,Grass,35,-55,-107,-18,-55,-84,-284
445,767,767,0,Normal,NA,Rock,Dragon,1,-44,-37,-10,-5,-17,-112
558,560,560,0,Fire,NA,Fire,Fighting,-45,-60,-20,-55,-20,-20,-220
47,55,55,0,Poison,Flying,Bug,Poison,-30,-20,-25,-60,-35,-35,-205
394,165,394,1,Dark,NA,Psychic,NA,-41,0,-10,-79,-60,-25,-215
215,800,800,0,Water,Psychic,Fire,Water,15,-35,-40,-30,20,-40,-110
13,623,623,0,Water,NA,Psychic,Flying,7,45,40,32,35,-19,140
536,97,536,1,Electric,Flying,Poison,NA,-55,-40,32,40,7,36,20
11,797,797,0,Water,NA,Rock,Fairy,9,-97,-30,-95,-30,-52,-295
571,761,571,1,Grass,NA,Poison,Water,0,-7,-12,-7,-12,34,-4
294,799,799,0,Water,Grass,Psychic,Dark,-40,-130,-30,-130,-80,-50,-460
375,522,522,0,Water,Dark,Grass,NA,-2,10,-45,30,-10,-40,-57
88,301,301,0,Water,Psychic,Normal,Flying,35,-10,120,80,30,-95,160
61,143,61,1,Water,NA,Water,Ice,-50,-3,-2,10,-15,25,-35
221,747,221,1,Bug,Steel,Psychic,NA,1,42,64,-23,-21,-64,-1
465,209,209,0,Electric,NA,Bug,Flying,-5,-20,25,-30,45,0,15
284,669,284,1,Water,Ground,Ghost,Fire,50,120,55,30,55,50,360
48,204,48,1,Poison,Flying,Grass,Flying,20,35,20,20,10,10,115
340,682,340,1,Electric,NA,Fighting,NA,5,-50,20,40,20,30,65
456,557,557,0,Rock,Steel,Grass,NA,-45,-33,23,-33,-7,-83,-178
629,253,629,1,Rock,Flying,Normal,NA,-10,60,-25,7,-30,50,52
115,663,663,0,Fighting,NA,Steel,NA,-10,20,-62,-35,25,-3,-65
233,777,777,0,Bug,Fighting,Dragon,NA,-10,85,45,-70,-45,-5,0
605,539,539,0,Bug,Poison,Psychic,NA,-40,-50,-6,-65,-26,-33,-220
516,193,516,1,Ground,Rock,Psychic,Flying,50,65,60,-40,-15,-55,65
